"cty","dist","vil","dist.pop","dist.dnty"
"澎湖縣","白沙鄉","",9799,487.8158058
"澎湖縣","西嶼鄉","",8438,450.8731058
"澎湖縣","望安鄉","",5117,371.270606
"澎湖縣","七美鄉","",3754,537.2989065
"基隆市","中正區","",53094,5199.279265
"基隆市","七堵區","",53974,959.2666251
"基隆市","暖暖區","",38188,1672.83591
"基隆市","仁愛區","",46244,10923.34947
"基隆市","中山區","",48733,4630.741747
"基隆市","安樂區","",81580,4525.9362
"基隆市","信義區","",51264,4804.228441
"新竹市","東區","",206843,6160.295204
"新竹市","北區","",148753,9458.627684
"新竹市","香山區","",76392,1392.7667
"嘉義市","東區","",123370,4091.114088
"嘉義市","西區","",147513,4938.500167
"金門縣","金城鎮","",40933,1885.183991
"金門縣","金湖鎮","",27368,656.3699156
"金門縣","金沙鎮","",19465,472.5661568
"金門縣","金寧鄉","",27307,914.6847994
"金門縣","烈嶼鄉","",11978,748.4846591
"金門縣","烏坵鄉","",672,560
"連江縣","南竿鄉","",7496,720.7692308
"連江縣","北竿鄉","",2320,234.3434343
"連江縣","莒光鄉","",1424,302.9787234
"連江縣","東引鄉","",1266,333.1578947
